Application order,Daytime/evening attendance,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Marital status_1,Marital status_2,Application mode_1,Application mode_8,Application mode_12,Application mode_14,Application mode_15,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Course_11,Course_12,Course_14,Course_15,Course_16,Course_17,Previous qualification_1,Previous qualification_12,Previous qualification_14,Nacionality_1,Mother's qualification_1,Mother's qualification_3,Mother's qualification_13,Mother's qualification_22,Mother's qualification_23,Father's qualification_1,Father's qualification_3,Father's qualification_14,Father's qualification_27,Father's qualification_28,Mother's occupation_1,Mother's occupation_3,Mother's occupation_4,Mother's occupation_5,Mother's occupation_6,Mother's occupation_8,Mother's occupation_10,Father's occupation_2,Father's occupation_3,Father's occupation_4,Father's occupation_5,Father's occupation_6,Father's occupation_7,Father's occupation_8,Father's occupation_9,Father's occupation_10,Father's occupation_11,Target
0.125,0,1,0,0,1,0,0,0.5333333333333333,0,0.0,0.23076923076923078,0.2,0.19230769230769232,0.6251655629139073,0.0,0.05263157894736842,0.2608695652173913,0.30303030303030304,0.15000000000000002,0.5743589743589743,0.08333333333333333,0.0,0.7555555555555555,0.5785997357992074,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Graduate
0.0,1,1,0,0,1,0,0,0.022222222222222254,0,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7478524124881742,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.7600769230769232,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Graduate
0.0,1,1,0,0,1,0,0,0.0888888888888889,0,0.0,0.19230769230769232,0.17777777777777778,0.11538461538461539,0.6887417218543046,0.0,0.0,0.21739130434782608,0.21212121212121213,0.2,0.6192307692307691,0.08333333333333333,0.0,0.7555555555555555,0.5785997357992074,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Graduate
0.125,1,1,0,0,1,0,0,0.022222222222222254,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.8035320088300221,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7692307692307692,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Graduate
0.125,1,1,0,0,1,0,0,0.11111111111111116,0,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.7841059602649006,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.8507692307692307,0.0,0.15116279069767458,0.4888888888888888,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Graduate
0.5,1,0,0,0,1,0,1,0.022222222222222254,0,0.0,0.3076923076923077,0.26666666666666666,0.2692307692307693,0.6690633869441818,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.68,0.0,0.5930232558139535,1.0,0.3117569352708058,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.25,1,1,0,0,1,0,1,0.04444444444444445,0,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.6773888363292337,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.6884615384615385,0.0,0.5930232558139535,1.0,0.3117569352708058,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Graduate
0.0,1,1,0,0,1,1,0,0.0888888888888889,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7682119205298014,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.6102564102564102,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Graduate
0.0,1,0,0,0,1,1,1,0.11111111111111116,0,0.05,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6710816777041942,0.0,0.05263157894736842,0.2608695652173913,0.18181818181818182,0.25,0.6676923076923077,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,1,0,0,0,1,1,0,0.04444444444444445,0,0.0,0.3076923076923077,0.17777777777777778,0.2692307692307693,0.7212866603595081,0.0,0.0,0.34782608695652173,0.24242424242424243,0.35000000000000003,0.733076923076923,0.0,0.5930232558139535,1.0,0.3117569352708058,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,1,1,0,0,1,0,0,0.0888888888888889,0,0.65,0.6538461538461539,0.4444444444444445,0.6538461538461539,0.6357615894039735,0.0,0.7368421052631579,0.7391304347826086,0.5454545454545454,0.8500000000000001,0.682051282051282,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Graduate
0.25,1,1,0,0,1,1,1,0.022222222222222254,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6433301797540207,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.6102564102564102,0.0,0.15116279069767458,0.4888888888888888,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Graduate
0.0,1,1,0,0,1,0,1,0.022222222222222254,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7064017660044151,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.717948717948718,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.125,1,1,0,0,1,1,0,0.04444444444444445,0,0.0,0.2692307692307693,0.2,0.2692307692307693,0.6344370860927152,0.0,0.0,0.34782608695652173,0.2727272727272727,0.35000000000000003,0.706923076923077,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Graduate
0.0,1,1,0,0,1,0,0,0.06666666666666671,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.7152317880794702,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,1,0,0,0,1,0,1,0.06666666666666671,0,0.1,0.23076923076923078,0.2,0.23076923076923078,0.6423841059602649,0.0,0.10526315789473684,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7307692307692307,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Graduate
0.25,1,0,0,0,1,0,1,0.06666666666666671,0,0.0,0.23076923076923078,0.2,0.15384615384615385,0.6887417218543046,0.0,0.0,0.2608695652173913,0.3939393939393939,0.2,0.6057692307692307,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Graduate
0.25,1,1,0,0,1,0,1,0.04444444444444445,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6799116997792495,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.691025641025641,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Graduate
0.0,1,1,0,0,1,0,0,0.15555555555555556,0,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.6357615894039735,0.0,0.0,0.21739130434782608,0.15151515151515152,0.25,0.7,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,1,0,0,0,1,0,1,0.06666666666666671,0,0.2,0.2692307692307693,0.17777777777777778,0.2692307692307693,0.6887417218543046,0.0,0.10526315789473684,0.21739130434782608,0.15151515151515152,0.25,0.7215384615384615,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Graduate
0.375,1,0,0,0,1,0,0,0.04444444444444445,0,0.15000000000000002,0.38461538461538464,0.33333333333333337,0.19230769230769232,0.6251655629139073,0.0,0.21052631578947367,0.43478260869565216,0.42424242424242425,0.4,0.6461538461538461,0.0,0.0,0.7555555555555555,0.5785997357992074,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.25,1,0,0,0,1,0,1,0.0888888888888889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Graduate
0.0,0,0,0,0,1,1,0,0.7111111111111112,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6445916114790287,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.7769230769230768,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Graduate
0.0,1,0,0,0,1,1,1,0.0888888888888889,0,0.0,0.2692307692307693,0.2,0.23076923076923078,0.7069063386944182,0.0,0.0,0.34782608695652173,0.30303030303030304,0.35000000000000003,0.6273076923076922,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Graduate
0.625,1,1,0,0,1,1,0,0.022222222222222254,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.8035320088300221,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7987179487179487,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,0,0,0,0,1,0,0,0.48888888888888893,0,0.0,0.19230769230769232,0.13333333333333333,0.19230769230769232,0.5827814569536424,0.0,0.0,0.21739130434782608,0.2727272727272727,0.25,0.6282051282051281,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Graduate
0.0,1,0,0,0,1,0,0,0.15555555555555556,0,0.25,0.42307692307692313,0.6444444444444445,0.34615384615384615,0.6357615894039735,0.5,0.21052631578947367,0.43478260869565216,0.6363636363636364,0.45,0.676068376068376,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Graduate
0.0,1,1,0,0,1,0,0,0.2222222222222222,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.8552507095553453,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7897435897435896,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Graduate
0.5,1,1,0,0,1,0,1,0.04444444444444445,0,0.0,0.2692307692307693,0.22222222222222224,0.2692307692307693,0.7612185430463576,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7780096153846153,0.0,0.9186046511627907,0.7999999999999999,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,1,1,0,1,1,0,1,0.04444444444444445,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6799116997792495,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.682051282051282,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,Graduate
0.25,1,1,0,0,1,1,0,0.022222222222222254,0,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.7019205298013245,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.7133942307692307,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Graduate
0.5,1,1,0,0,1,0,0,0.06666666666666671,0,0.0,0.3076923076923077,0.26666666666666666,0.2692307692307693,0.6607379375591296,0.0,0.0,0.34782608695652173,0.36363636363636365,0.35000000000000003,0.6715384615384615,0.0,0.5930232558139535,1.0,0.3117569352708058,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Graduate
0.25,1,1,0,0,1,0,0,0.04444444444444445,0,0.0,0.23076923076923078,0.17777777777777778,0.23076923076923078,0.6710816777041942,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.6846153846153845,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.125,1,1,0,0,1,0,0,0.022222222222222254,0,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.8565121412803532,0.16666666666666666,0.0,0.21739130434782608,0.2727272727272727,0.25,0.7692307692307692,0.08333333333333333,0.2093023255813954,0.0,0.12417437252311753,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,1,1,0,0,1,1,0,0.022222222222222254,0,0.0,0.19230769230769232,0.11111111111111112,0.19230769230769232,0.7099337748344371,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6569230769230768,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Graduate
0.0,1,1,0,0,1,0,0,0.37777777777777777,0,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.656953642384106,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.6892307692307692,0.0,0.2093023255813954,0.0,0.12417437252311753,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,Graduate
0.125,1,1,0,0,1,0,0,0.022222222222222254,0,0.0,0.23076923076923078,0.17777777777777778,0.19230769230769232,0.6887417218543046,0.0,0.0,0.2608695652173913,0.24242424242424243,0.25,0.7538461538461538,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,1,1,0,0,1,0,0,0.04444444444444445,0,0.0,0.19230769230769232,0.22222222222222224,0.15384615384615385,0.5960264900662252,0.08333333333333333,0.0,0.21739130434782608,0.30303030303030304,0.15000000000000002,0.5564102564102564,0.0,0.5930232558139535,1.0,0.3117569352708058,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Graduate
0.25,1,1,0,0,1,0,1,0.06666666666666671,0,0.0,0.2692307692307693,0.15555555555555556,0.2692307692307693,0.6887417218543046,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.8110576923076922,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Graduate
0.0,1,0,0,0,1,0,0,0.022222222222222254,0,0.0,0.2692307692307693,0.15555555555555556,0.23076923076923078,0.7249448123620308,0.0,0.0,0.30434782608695654,0.21212121212121213,0.30000000000000004,0.7367948717948717,0.0,0.0,0.7555555555555555,0.5785997357992074,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,1,0,0,0,1,0,0,0.022222222222222254,0,0.0,0.23076923076923078,0.2,0.23076923076923078,0.7265846736045412,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7628205128205128,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Graduate
0.0,1,1,0,0,1,0,0,0.2222222222222222,0,0.0,0.3076923076923077,0.17777777777777778,0.3076923076923077,0.6827814569536423,0.0,0.0,0.34782608695652173,0.24242424242424243,0.4,0.6939423076923076,0.0,0.2093023255813954,0.0,0.12417437252311753,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,Graduate
0.0,1,0,0,0,1,1,0,0.2666666666666667,0,0.0,0.23076923076923078,0.2,0.23076923076923078,0.8535688005886681,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7269230769230769,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,1,1,0,0,1,1,0,0.06666666666666671,0,0.0,0.19230769230769232,0.15555555555555556,0.19230769230769232,0.6445916114790287,0.0,0.0,0.21739130434782608,0.21212121212121213,0.25,0.823076923076923,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Graduate
0.0,1,1,0,1,1,0,0,0.15555555555555556,0,0.0,0.19230769230769232,0.17777777777777778,0.19230769230769232,0.5403973509933775,0.0,0.0,0.21739130434782608,0.18181818181818182,0.25,0.6569230769230768,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,1,0,0,0,1,1,1,0.0888888888888889,0,0.0,0.23076923076923078,0.33333333333333337,0.23076923076923078,0.6206244087038789,0.0,0.0,0.2608695652173913,0.24242424242424243,0.2,0.6326923076923077,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Graduate
0.0,1,0,0,0,1,0,1,0.04444444444444445,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.6622516556291391,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.691025641025641,0.0,0.5930232558139535,1.0,0.3117569352708058,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.0,1,1,0,0,1,1,0,0.06666666666666671,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.7417218543046358,0.0,0.0,0.2608695652173913,0.21212121212121213,0.30000000000000004,0.7897435897435896,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Graduate
0.0,1,0,0,0,1,0,0,0.6444444444444446,0,0.7000000000000001,0.7307692307692308,0.5333333333333333,0.7307692307692308,0.6469153014987801,0.0,0.5789473684210527,0.5652173913043478,0.3939393939393939,0.65,0.6130177514792898,0.0,0.9186046511627907,0.7999999999999999,0.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Graduate
0.125,1,1,0,0,1,0,0,0.0888888888888889,0,0.0,0.23076923076923078,0.2,0.23076923076923078,0.6026490066225165,0.0,0.0,0.2608695652173913,0.2727272727272727,0.30000000000000004,0.7153846153846154,0.0,0.9999999999999999,0.24444444444444446,0.4147952443857331,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,Graduate
0.25,1,1,0,0,1,0,1,0.022222222222222254,0,0.0,0.23076923076923078,0.13333333333333333,0.23076923076923078,0.7417218543046358,0.0,0.0,0.2608695652173913,0.24242424242424243,0.30000000000000004,0.7336538461538461,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
0.25,1,1,0,0,1,0,1,0.022222222222222254,0,0.0,0.23076923076923078,0.15555555555555556,0.23076923076923078,0.6508987701040682,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.7269230769230769,0.0,0.15116279069767458,0.4888888888888888,1.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,Graduate
0.0,0,0,0,0,1,0,1,0.5777777777777778,0,0.0,0.23076923076923078,0.15555555555555556,0.19230769230769232,0.6463576158940397,0.0,0.0,0.2608695652173913,0.18181818181818182,0.30000000000000004,0.6641025641025641,0.0,0.2093023255813954,0.0,0.12417437252311753,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,Graduate
